,word,frequency
1336,damnit,48.0
1337,stackhouse,15.0
1338,distraction,60.0
1339,belichick,11.0
1340,pleasures,47.0
1341,piped,89.0
1342,caramel,109.0
1343,depressin,33.0
1344,an_issue,102.0
1345,roundhouse,17.0
1346,insane,1420.0
1347,sycamore,14.0
1348,bozo,35.0
1349,activists,27.0
1350,overboard,70.0
1351,crrrrrry,13.0
1352,dit_dit,23.0
1353,analog,63.0
1354,trey,325.0
1355,drauen,19.0
1356,each_other,160.0
1357,cappa,30.0
1358,thrive,53.0
1359,untouched,27.0
1360,boom_badoom,14.0
1361,better_than,1971.0
1362,last,8255.0
1363,sadam,11.0
1364,connection,334.0
1365,mardi_gras,88.0
1366,lash,72.0
1367,somn,27.0
1368,sadat,16.0
1369,bell,691.0
1370,acted,81.0
1371,belt,966.0
1372,suburbs,100.0
1373,extravagant,54.0
1374,chi_town,318.0
1375,frito,14.0
1376,infect,33.0
1377,blizz,13.0
1378,fritz,18.0
1379,awake,371.0
1380,nastradamus,20.0
1381,private_jet,198.0
1382,presses,19.0
1383,crenshaw,121.0
1384,caged,129.0
1385,expanded,35.0
1386,no_apologies,93.0
1387,admire,196.0
1388,coped,13.0
1389,sad_songs,49.0
1390,mentalitys,13.0
1391,32,180.0
1392,cages,83.0
1393,guestlist,11.0
1394,voc,87.0
1395,vol,31.0
1396,vom,59.0
1397,von,169.0
1398,voo,19.0
1399,motors,45.0
1400,voi,38.0
1401,vou,63.0
1402,vow,115.0
1403,vor,43.0
1404,vos,24.0
1405,voy,29.0
1406,voz,25.0
1407,offendin,15.0
1408,cuisine,29.0
1409,rasta,193.0
1410,hitlist,24.0
1411,yeti,14.0
1412,ugliness,11.0
1413,specimen,28.0
1414,yaknow,11.0
1415,flooded,299.0
1416,everclear,14.0
1417,giorni,28.0
1418,nickname,170.0
1419,ratch,22.0
1420,infamous,300.0
1421,kno,193.0
1422,whole_lotta,403.0
1423,cocksuckers,42.0
1424,tryin,18177.0
1425,bumming,22.0
1426,rudolph,39.0
1427,politely,45.0
1428,salva,14.0
1429,cheddar,887.0
1430,suffolk,19.0
1431,hercules,113.0
1432,chanelle,11.0
1433,spinners,104.0
1434,blizzard,107.0
1435,cuffs,213.0
1436,lady,2914.0
1437,pinball,13.0
1438,parents,760.0
1439,may_seem,101.0
1440,text_message,69.0
1441,lurkin,395.0
1442,custom_custom,45.0
1443,ricky_bobby,32.0
1444,emergency,168.0
1445,couple,6472.0
1446,wives,163.0
1447,abduct,12.0
1448,marquee,24.0
1449,spine,531.0
1450,james_harden,26.0
1451,chorus,934.0
1452,individuals,85.0
1453,bogie,14.0
1454,boogie_boogie,16.0
1455,spins,163.0
1456,crescendo,16.0
1457,greazy,17.0
1458,goddamn,2784.0
1459,sundaes,11.0
1460,bounce,2413.0
1461,bouncy,13.0
1462,ije,17.0
1463,heavenly_father,95.0
1464,greener,145.0
1465,stoppin,1378.0
1466,measurements,22.0
1467,firecracker,15.0
1468,thrower,38.0
1469,cupped,23.0
1470,behave,211.0
1471,jugghouse,23.0
1472,seclusion,12.0
1473,gremlin,21.0
1474,masada,17.0
1475,concealed,111.0
1476,dolomite,14.0
1477,third_grade,36.0
1478,downward,24.0
1479,cranked,22.0
1480,deserved,104.0
1481,welll,12.0
1482,yeahhhhhh,11.0
1483,wrinkles,25.0
1484,melbourne,16.0
1485,deserves,123.0
1486,rolling_papers,38.0
1487,breasted,16.0
1488,gallagher,12.0
1489,get_rid,532.0
1490,dj_vu,38.0
1491,into,10810.0
1492,conceded,25.0
1493,passenger_seat,113.0
1494,katie,63.0
1495,span,105.0
1496,spam,49.0
1497,nails,409.0
1498,motrin,18.0
1499,sock,1060.0
1500,gases,24.0
1501,soch,11.0
1502,spaz,195.0
1503,atheists,34.0
1504,spar,86.0
1505,spas,12.0
1506,spat,48.0
1507,chu,294.0
1508,jsuis_dans,26.0
1509,atlantis,43.0
1510,hawaiian,50.0
1511,award_shows,49.0
1512,atlantic,151.0
1513,jacka,19.0
1514,hyping,16.0
1515,intestines,66.0
1516,peeped,108.0
1517,fader,58.0
1518,erick,36.0
1519,testaments,15.0
1520,erica,43.0
1521,maturity,18.0
1522,hieroglyphs,13.0
1523,faded,963.0
1524,execs,40.0
1525,chad,89.0
1526,chai,31.0
1527,deadliest,38.0
1528,haunt,155.0
1529,cham,63.0
1530,globally,28.0
1531,chap,36.0
1532,diverse,29.0
1533,aholic,19.0
1534,palisades,13.0
1535,chat,415.0
1536,chaz,19.0
1537,diverso,13.0
1538,bass_drum,32.0
1539,upcoming,13.0
1540,uranium,19.0
1541,hovs,11.0
1542,buckest,20.0
1543,hova,143.0
1544,fugitives,17.0
1545,livings,16.0
1546,biancs,12.0
1547,oblige,24.0
1548,flatbush,97.0
1549,bianca,37.0
1550,watchu_gon,42.0
1551,blamin,28.0
1552,kama_sutra,39.0
1553,lane,1769.0
1554,land,2895.0
1555,lana,13.0
1556,purged,12.0
1557,beverage,44.0
1558,chief_sosa,68.0
1559,parolee,11.0
1560,northside,315.0
1561,amish,19.0
1562,dawning,27.0
1563,splashing,30.0
1564,totem,32.0
1565,totes,15.0
1566,broader,14.0
1567,flashback,78.0
1568,turkish,21.0
1569,resources,34.0
1570,millies,20.0
1571,boatload,49.0
1572,calm_down,316.0
1573,decorating,11.0
1574,forks,51.0
1575,swap_meet,56.0
1576,harbor,96.0
1577,landmines,15.0
1578,lombardi,11.0
1579,yaper,14.0
1580,whoevers,45.0
1581,leonardo,36.0
1582,dockers,11.0
1583,cannibals,39.0
1584,fall_asleep,303.0
1585,crook,1455.0
1586,video,1183.0
1587,haiku,15.0
1588,dicked,36.0
1589,victor,62.0
1590,sweats,161.0
1591,raus,25.0
1592,sweaty,115.0
1593,harassing,47.0
1594,little_sister,106.0
1595,baretta,29.0
1596,young_basedgod,77.0
1597,chris_paul,56.0
1598,kriss,8.0
1599,wetter_than,194.0
1600,fiyah,18.0
1601,thatd,141.0
1602,eastside,973.0
1603,thata,11.0
1604,rehabilitation,19.0
1605,ayyyy,29.0
1606,survey,39.0
1607,derby,44.0
1608,maker,428.0
1609,panicked,25.0
1610,steamers,15.0
1611,designer_clothes,57.0
1612,dumbest,29.0
1613,blacker_than,60.0
1614,nibbling,11.0
1615,confidence,288.0
1616,scorchin,38.0
1617,finger_lickin,34.0
1618,dugeun,18.0
1619,every_angle,44.0
1620,next,8076.0
1621,eleven,422.0
1622,too_busy,364.0
1623,baba,42.0
1624,pencil,289.0
1625,babe,1469.0
1626,losin,1938.0
1627,baby,35586.0
1628,antichrist,20.0
1629,customer,119.0
1630,sean_paul,90.0
1631,ancak,13.0
1632,clients,53.0
1633,dodgin,409.0
1634,scatter,246.0
1635,locc,44.0
1636,loca,96.0
1637,locd,23.0
1638,process,326.0
1639,lock,2572.0
1640,etta,16.0
1641,locn,14.0
1642,loco,433.0
1643,promotional,25.0
1644,locs,160.0
1645,rods,22.0
1646,hookie,21.0
1647,nacirema,14.0
1648,hookin,50.0
1649,merlot,40.0
1650,mujer,13.0
1651,tightrope,71.0
1652,view_mirror,1.0
1653,bilingual,39.0
1654,hormones,42.0
1655,comedy,103.0
1656,intelligent,282.0
1657,cornrow,14.0
1658,terrors,20.0
1659,upstate,128.0
1660,realized,337.0
1661,mjg,48.0
1662,deranged,108.0
1663,robot,118.0
1664,akala,25.0
1665,gucci_belt,40.0
1666,noches,12.0
1667,mjs,13.0
1668,medelln,17.0
1669,houston,477.0
1670,fifteen_minutes,36.0
1671,thigh,828.0
1672,mute,111.0
1673,strychnine,12.0
1674,volts,42.0
1675,insight,97.0
1676,spatula,75.0
1677,mutt,40.0
1678,volta,37.0
1679,gangsta_lean,82.0
1680,smith_wesson,87.0
1681,smoove,16.0
1682,perfect,2151.0
1683,meantime,81.0
1684,thieves,244.0
1685,backstreets,27.0
1686,stalled,21.0
1687,bomb_threat,43.0
1688,90210,12.0
1689,physicians,15.0
1690,prosper,137.0
1691,panameras,13.0
1692,well_respected,43.0
1693,damn_near,439.0
1694,snake,1565.0
1695,realize,972.0
1696,ecstacy,49.0
1697,price_tag,77.0
1698,damian,11.0
1699,te_amo,26.0
1700,scenic,23.0
1701,sneezed,14.0
1702,denzel,124.0
1703,shortage,37.0
1704,badman,110.0
1705,scorch,60.0
1706,glasses,558.0
1707,bump,1055.0
1708,bums,163.0
1709,deficiency,12.0
1710,wattup,42.0
1711,bumb,11.0
1712,patch,159.0
1713,edibles,19.0
1714,witness,1176.0
1715,matrix,397.0
1716,limousines,30.0
1717,nowadays,732.0
1718,boutique,38.0
1719,unprepared,40.0
1720,kit_kat,69.0
1721,barkleys,14.0
1722,critiquing,12.0
1723,drunker_than,60.0
1724,hyundai,38.0
1725,greedy,454.0
1726,pothead,22.0
1727,chilli,28.0
1728,backless,12.0
1729,tunechi,210.0
1730,mainland,11.0
1731,chilla,16.0
1732,could,23859.0
1733,birthday_cake,34.0
1734,chilly,161.0
1735,length,134.0
1736,receding,16.0
1737,cronico,13.0
1738,motorbikes,14.0
1739,scena,43.0
1740,scene,2617.0
1741,soothing,38.0
1742,damit,21.0
1743,sopporto,15.0
1744,affliction,23.0
1745,enjoyin,178.0
1746,scent,240.0
1747,wilshire,14.0
1748,ordering,45.0
1749,backdoor,48.0
1750,stabbin,202.0
1751,sergeant,85.0
1752,breddas,11.0
1753,interests,45.0
1754,enforcement,6.0
1755,stomaco,18.0
1756,vigorous,18.0
1757,ohhhhhhh,26.0
1758,putos,21.0
1759,john_cena,29.0
1760,chong,101.0
1761,quel_che,26.0
1762,eery,17.0
1763,dolla_dolla,38.0
1764,roulette,38.0
1765,gaya,21.0
1766,gaye,14.0
1767,orchestrated,26.0
1768,arguin,243.0
1769,gays,38.0
1770,false,434.0
1771,tonight,6217.0
1772,vaffanculo_scemo,3.0
1773,chuck_d,47.0
1774,doller,15.0
1775,depict,40.0
1776,dishes,371.0
1777,cuatro,20.0
1778,sinatra,102.0
1779,wont_deny,59.0
1780,vergiss,23.0
1781,worldwide,709.0
1782,manor,49.0
1783,manos,41.0
1784,petals,31.0
1785,cipher,91.0
1786,stiches,12.0
1787,placement,54.0
1788,pressured,19.0
1789,breh,24.0
1790,bree,13.0
1791,bred,175.0
1792,brea,15.0
1793,bartenders,26.0
1794,brew,384.0
1795,mcing,17.0
1796,stehen,11.0
1797,scotts,23.0
1798,rainbows,101.0
1799,n1gga,11.0
1800,scotty,125.0
1801,thunderin,11.0
1802,greenhouse,18.0
1803,many_questions,48.0
1804,taps,48.0
1805,jaz,28.0
1806,y_y,149.0
1807,jay,1112.0
1808,jaw,1181.0
1809,jar,387.0
1810,jas,20.0
1811,jap,14.0
1812,corduroy,28.0
1813,terminal,35.0
1814,entities,22.0
1815,jam,1539.0
1816,tape,1636.0
1817,tudo,71.0
1818,jai,343.0
1819,jag,445.0
1820,jae,31.0
1821,jab,156.0
1822,matress,22.0
1823,undivided,27.0
1824,sucking_dick,83.0
1825,stickin,734.0
1826,prohibition,12.0
1827,molasses,45.0
1828,sinus,34.0
1829,styrofoam,161.0
1830,strollers,12.0
1831,aes,17.0
1832,pharrell,91.0
1833,keiner,22.0
1834,rapper,2958.0
1835,taxes,253.0
1836,shotters,18.0
1837,kool_moe,28.0
1838,stuff,1856.0
1839,copyin,16.0
1840,taxed,39.0
1841,rapped,141.0
1842,exude,13.0
1843,ruler_ruler,14.0
1844,frame,1405.0
1845,skateboarding,11.0
1846,posso,35.0
1847,destiny,525.0
1848,insulting,20.0
1849,nuclear,155.0
1850,posse,406.0
1851,destino,26.0
1852,melrose,91.0
1853,membrane,49.0
1854,figured_id,39.0
1855,lawsuit,25.0
1856,marty,68.0
1857,hammy,18.0
1858,ling_ling,23.0
1859,challengers,40.0
1860,haarp,21.0
1861,goin_crazy,272.0
1862,doorway,65.0
1863,black_mask,123.0
1864,marta,29.0
1865,apostrophe,30.0
1866,splitters,17.0
1867,writin,1345.0
1868,indica,31.0
1869,conclude,14.0
1870,gooooo,23.0
1871,thanksgivin,148.0
1872,roughed,14.0
1873,indict,40.0
1874,hakuna,25.0
1875,oregano,14.0
1876,rougher,75.0
1877,mailman,59.0
1878,homocide,24.0
1879,feather,315.0
1880,>,47.0
1881,mass_appeal,51.0
1882,sunroof,119.0
1883,chlamydia,12.0
1884,flintstone,44.0
1885,hateful,58.0
1886,cvs,26.0
1887,fornicate,35.0
1888,crime_rate,67.0
1889,himalayas,22.0
1890,playgrounds,15.0
1891,crossin,91.0
1892,murdah,39.0
1893,ransom,210.0
1894,tattoo,938.0
1895,denial,102.0
1896,informant,32.0
1897,pangs,12.0
1898,pauly,29.0
1899,levitating,30.0
1900,{2x},11.0
1901,pauls,19.0
1902,ewings,17.0
1903,gibbs,42.0
1904,pickin,799.0
1905,mamacita,153.0
1906,paula,25.0
1907,golf_course,37.0
1908,marketin,13.0
1909,yon,34.0
1910,yok,98.0
1911,2x_2x,47.0
1912,identity,185.0
1913,screechin,43.0
1914,audit,11.0
1915,off,44059.0
1916,audis,17.0
1917,shotgun,558.0
1918,indonesia,27.0
1919,oft,13.0
1920,administered,24.0
1921,audio,161.0
1922,newest,207.0
1923,akira,12.0
1924,souped,55.0
1925,reefa,44.0
1926,gansta,73.0
1927,web,209.0
1928,weg,62.0
1929,wee,249.0
1930,wed,454.0
1931,wei,31.0
1932,weh,217.0
1933,wen,51.0
1934,wes,117.0
1935,wer,44.0
1936,wet,3092.0
1937,enfield,13.0
1938,wey,42.0
1939,villagers,13.0
1940,tics,35.0
1941,plushed,17.0
1942,x_pills,50.0
1943,pied,30.0
1944,dovrei,17.0
1945,cruz,31.0
1946,star_trek,30.0
1947,paura,29.0
1948,racin,577.0
1949,tick,286.0
1950,pier,35.0
1951,sposed,260.0
1952,emma,17.0
1953,bulge,16.0
1954,liebe,24.0
1955,wuzzup,11.0
1956,pay_dues,54.0
1957,become,1723.0
1958,emmy,31.0
1959,sprain,15.0
1960,soakin,237.0
1961,immortal,180.0
1962,nutso,12.0
1963,gymnastics,72.0
1964,flush,200.0
1965,grido,11.0
1966,blonde,222.0
1967,shakira,30.0
1968,hipsters,32.0
1969,kiddy,27.0
1970,wadnt,19.0
1971,passion,1041.0
1972,kiddo,29.0
1973,uhhhh,34.0
1974,biology,23.0
1975,please_forgive,138.0
1976,hooligan,40.0
1977,dot_com,127.0
1978,pressure,1221.0
1979,infiltrating,20.0
1980,imaginary,84.0
1981,coldly,11.0
1982,microfono,18.0
1983,lifestyle,833.0
1984,parley,13.0
1985,tough_guy,59.0
1986,blackness,85.0
1987,documentary,76.0
1988,o_que,114.0
1989,parler,17.0
1990,donde,17.0
1991,hoesll,31.0
1992,cultivated,17.0
1993,compadre,39.0
1994,purple_sprite,38.0
1995,privates,18.0
1996,terminated,11.0
1997,brownies,39.0
1998,yrn,27.0
1999,peters,14.0
2000,alota,11.0
2001,bad_habit,160.0
2002,lady_luck,54.0
2003,tranne,5.0
2004,bagged,171.0
2005,tossed,381.0
2006,evident,92.0
2007,bloodline,112.0
2008,shrunk,16.0
2009,excitement,57.0
2010,placed,219.0
2011,adderall,99.0
2012,problem,5760.0
2013,aristotle,14.0
2014,walters,20.0
2015,compared,168.0
2016,nonetheless,20.0
2017,chamillion,40.0
2018,deadly,563.0
2019,lately,999.0
2020,saviour,50.0
2021,compares,36.0
2022,details,111.0
2023,behold,218.0
2024,illusion,118.0
2025,ponytail,29.0
2026,repeat,754.0
2027,worker,138.0
2028,outlets,11.0
2029,plannin,290.0
2030,nicest,172.0
2031,other_guys,141.0
2032,laude,15.0
2033,exposure,54.0
2034,searches,19.0
2035,black_male,99.0
2036,yeaah,53.0
2037,compete,283.0
2038,villainous,16.0
2039,searched,109.0
2040,juggalos,29.0
2041,super_hero,34.0
2042,comunque,27.0
2043,magnetic,71.0
2044,yikes,33.0
2045,huffy,25.0
2046,entropy,14.0
2047,rekindle,22.0
2048,porno,209.0
2049,swappin,15.0
2050,stinky,81.0
2051,neighbours,75.0
2052,buh_buh,40.0
2053,worth,2800.0
2054,hesitatin,23.0
2055,aurora,16.0
2056,aint_worried,725.0
2057,splitting,100.0
2058,derrick_rose,37.0
2059,throbbin,47.0
2060,thass,15.0
2061,cmo,11.0
2062,progression,81.0
2063,daydream,73.0
2064,rick_owens,31.0
2065,cheefin,14.0
2066,cmb,42.0
2067,roadblock,14.0
2068,samurai,70.0
2069,bitchy_bitchy,18.0
2070,monologue,26.0
2071,ascap,28.0
2072,jamaica,318.0
2073,sabbath,37.0
2074,any_given,132.0
2075,panda,84.0
2076,stardom,68.0
2077,freezin,201.0
2078,tony_romo,33.0
2079,bipolar,111.0
2080,petro,44.0
2081,antoinette,13.0
2082,croutons,17.0
2083,menage,152.0
2084,tommys,14.0
2085,richest,154.0
2086,metaphorically,25.0
2087,protection,345.0
2088,personified,13.0
2089,pump_pump,62.0
2090,stresses,25.0
2091,qua,125.0
2092,watermelons,13.0
2093,barnum,13.0
2094,bwa,16.0
2095,wallabees,22.0
2096,lonesome,42.0
2097,shadowboxing,16.0
2098,mossie,13.0
2099,rolls_royces,43.0
2100,brr,21.0
2101,bro,2005.0
2102,insta,58.0
2103,bri,17.0
2104,ditelo,24.0
2105,bre,21.0
2106,hablo,16.0
2107,bra,564.0
2108,sarah,100.0
2109,plot,830.0
2110,plow,60.0
2111,plop,28.0
2112,saran,55.0
2113,judgment_day,33.0
2114,sweater,442.0
2115,coins,46.0
2116,ploy,14.0
2117,trending_topic,30.0
2118,displayin,13.0
2119,comcast,18.0
2120,societys,30.0
2121,bundled,15.0
2122,sweated,26.0
2123,willst,18.0
2124,separated,94.0
2125,separates,25.0
2126,yard,970.0
2127,adamant,38.0
2128,pulitzer,11.0
2129,1991,21.0
2130,tnt,71.0
2131,1993,28.0
2132,chicken_noodle,28.0
2133,1995,34.0
2134,1994,26.0
2135,err,105.0
2136,ers,25.0
2137,1999,67.0
2138,no_limit,619.0
2139,true_story,129.0
2140,ery,133.0
2141,cuddly,12.0
2142,ere,23.0
2143,eighteen,209.0
2144,era,514.0
2145,erb,33.0
2146,elbow,143.0
2147,camry,38.0
2148,eri,13.0
2149,gloria,68.0
2150,pollutin,11.0
2151,pollute,16.0
2152,flunk,25.0
2153,flung,11.0
2154,heartless,273.0
2155,foulin,11.0
2156,hiiiigh,14.0
2157,conditioner,19.0
2158,supplyin,66.0
2159,totaled,12.0
2160,vert,99.0
2161,recovery,26.0
2162,carriers,12.0
2163,provide,390.0
2164,nutt,19.0
2165,minked,13.0
2166,ogni,187.0
2167,shakin,1382.0
2168,moron,19.0
2169,truthful,47.0
2170,yagga,13.0
2171,hone,12.0
2172,ladder,230.0
2173,hong,2.0
2174,bad_luck,111.0
2175,millimeter,124.0
2176,dumbo,17.0
2177,arch,167.0
2178,complacent,59.0
2179,mpv,11.0
2180,elusive,34.0
2181,padre,35.0
2182,appreciate,491.0
2183,big_pun,141.0
2184,purging,11.0
2185,bow_down,317.0
2186,{break,11.0
2187,minded,198.0
2188,popsicle,41.0
2189,pharcyde,21.0
2190,undetected,12.0
2191,finer_things,125.0
2192,innovative,42.0
2193,slimmer,22.0
2194,enfants,13.0
2195,childs_play,33.0
2196,andrea,15.0
2197,destra,16.0
2198,production,182.0
2199,valor,23.0
2200,damager,12.0
2201,damages,36.0
2202,two_seater,155.0
2203,coffee,428.0
2204,safe,2237.0
2205,collide,188.0
2206,hispanics,13.0
2207,roommate,34.0
2208,penetration,52.0
2209,nino,224.0
2210,strategic,43.0
2211,lifelong,13.0
2212,sodom,45.0
2213,routines,16.0
2214,l,3413.0
2215,dingy,17.0
2216,reasonable,22.0
2217,flyers,31.0
2218,cashmere,63.0
2219,sacs,21.0
2220,masseuse,24.0
2221,emeralds,18.0
2222,sled,27.0
2223,maniacs,26.0
2224,slew,24.0
2225,an_apology,36.0
2226,trainers,42.0
2227,pensare,13.0
2228,daniel,78.0
2229,braces,64.0
2230,engrave,15.0
2231,kane_warm,31.0
2232,barrier,79.0
2233,leftovers,29.0
2234,dashing,31.0
2235,amadeus,12.0
2236,enlightened,60.0
2237,mullet,24.0
2238,lollipop,101.0
2239,certified,517.0
2240,drench,15.0
2241,dammit,162.0
2242,maniac,214.0
2243,refugee,42.0
2244,raisin,543.0
2245,yippie,34.0
2246,flawless,244.0
2247,renew,30.0
2248,bologna,54.0
2249,vanquish,25.0
2250,shittin,746.0
2251,jet_fuel,43.0
2252,champs,54.0
2253,hunned,110.0
2254,rendez,15.0
2255,hamstring,16.0
2256,another,11299.0
2257,electronic,24.0
2258,mojo,109.0
2259,illustrate,42.0
2260,timothy,50.0
2261,seduction,54.0
2262,elevator,405.0
2263,dogz,64.0
2264,fumble,110.0
2265,john,926.0
2266,intestine,11.0
2267,lone_leave,66.0
2268,maxwell,24.0
2269,thousand_grams,59.0
2270,scorpions,11.0
2271,mac_dre,142.0
2272,cereal,146.0
2273,wasted,581.0
2274,guild,13.0
2275,scrizzy,14.0
2276,black_azz,36.0
2277,read_between,95.0
2278,guilt,149.0
2279,historical,30.0
2280,hologram,81.0
2281,respecting,45.0
2282,xaphoon,13.0
2283,enchanted,20.0
2284,hotel_lobby,38.0
2285,coot,12.0
2286,contents,28.0
2287,nitro,67.0
2288,a/k/a,13.0
2289,nogen,37.0
2290,convenient,52.0
2291,subjects,37.0
2292,thundering,23.0
2293,pilgrimage,19.0
2294,three_strikes,71.0
2295,gravy,346.0
2296,acquire,44.0
2297,bruce,180.0
2298,germany,104.0
2299,cronic,11.0
2300,grave,1361.0
2301,forbes_list,55.0
2302,lefrak,16.0
2303,swamp,75.0
2304,bracket,62.0
2305,aunt,249.0
2306,pi_niente,43.0
2307,reserve,70.0
2308,marvel,54.0
2309,lewis,104.0
2310,oaktown,34.0
2311,bellow,13.0
2312,lense,13.0
2313,smoking_loud,84.0
2314,capitol,49.0
2315,geyser,13.0
2316,panned,12.0
2317,true_religions,40.0
2318,facades,21.0
2319,wishlist,35.0
2320,cashews,22.0
2321,rectangle,12.0
2322,cappuccino,16.0
2323,yeni,26.0
2324,bodyguard,107.0
2325,haunted,125.0
2326,downtime,12.0
2327,wee_ooh,26.0
2328,vividly,42.0
2329,beleive,23.0
2330,chanel,406.0
2331,troutman,16.0
2332,eme,14.0
2333,trios,15.0
2334,emo,63.0
2335,ahhhhhhh,13.0
2336,emi,30.0
2337,dupont,15.0
2338,w/o,11.0
2339,gears,155.0
2340,ems,32.0
2341,olhar,17.0
2342,secretary,52.0
2343,optimus,19.0
2344,edited,12.0
2345,dats_gangsta,37.0
2346,pas_le,89.0
2347,horrendous,29.0
2348,discussions,44.0
2349,frontline,77.0
2350,global_warming,26.0
2351,pastel,19.0
2352,draws,334.0
2353,pasted,11.0
2354,away,10230.0
2355,portrayed,17.0
2356,revealin,13.0
2357,cooperation,14.0
2358,drawn,247.0
2359,drawl,21.0
2360,misguided,51.0
2361,shields,34.0
2362,jiggy_jiggy,17.0
2363,diese,29.0
2364,handful,91.0
2365,taraji,14.0
2366,nahhh,24.0
2367,amazing_grace,35.0
2368,florence,12.0
2369,visited,32.0
2370,shiit,35.0
2371,kitchen,2278.0
2372,climate,141.0
2373,complainin,306.0
2374,grand_puba,65.0
2375,fags,144.0
2376,disappears,31.0
2377,tone,821.0
2378,toni,27.0
2379,la_vita,51.0
2380,tonk,11.0
2381,condescending,13.0
2382,tons,153.0
2383,tony,668.0
2384,priscilla,13.0
2385,gratitude,64.0
2386,boujee,22.0
2387,haz,11.0
2388,ruffin,5.0
2389,guwop_guwop,25.0
2390,bucket_list,35.0
2391,superpowers,12.0
2392,antidope,8.0
2393,attacked,83.0
2394,excite,121.0
2395,shoutin,52.0
2396,rulin,71.0
2397,pants_saggin,51.0
2398,gracious,54.0
2399,wristwear,18.0
2400,thrash,30.0
2401,tellers,32.0
2402,window_pane,43.0
2403,cylinder,25.0
2404,cons,90.0
2405,uganda,14.0
2406,hold_onto,45.0
2407,thursdays,19.0
2408,exceptionally,13.0
2409,embalming_fluid,26.0
2410,tissue,294.0
2411,cone,203.0
2412,cong,11.0
2413,wishy_washy,54.0
2414,lets_celebrate,68.0
2415,full_of,4912.0
2416,suck_dick,231.0
2417,doing_shows,98.0
2418,chop_chop,143.0
2419,sunday_morning,47.0
2420,wheel,1821.0
2421,quittin,126.0
2422,sporty,41.0
2423,fuss,259.0
2424,quentin,45.0
2425,hang,2926.0
2426,hand,15551.0
2427,liberties,12.0
2428,fuse,123.0
2429,quune,30.0
2430,humble,653.0
2431,obies,18.0
2432,client,39.0
2433,humbly,22.0
2434,musical,198.0
2435,uniquely,18.0
2436,traditions,25.0
2437,newton,64.0
2438,sabbatical,14.0
2439,ol,639.0
2440,citgo,18.0
2441,jose,141.0
2442,antes,28.0
2443,yamaha,34.0
2444,similarities,11.0
2445,boot,366.0
2446,josh,47.0
2447,amoco,11.0
2448,wright,96.0
2449,shout,1065.0
2450,cognac,158.0
2451,righteous,364.0
2452,martha_stewart,27.0
2453,insensitive,13.0
2454,toni_braxton,35.0
2455,designers,64.0
2456,packin,1002.0
2457,cooley,30.0
2458,cooler,182.0
2459,night,14765.0
2460,analyzing,33.0
2461,cooled,16.0
2462,mazes,13.0
2463,taffy,28.0
2464,sixx,11.0
2465,flatter,34.0
2466,freaky_freaky,56.0
2467,born,2465.0
2468,couture,57.0
2469,hassle,85.0
2470,flatten,34.0
2471,bore,149.0
2472,mazel,18.0
2473,confusing,130.0
2474,congratulate,54.0
2475,simba,55.0
2476,snuffin,21.0
2477,jibbs,21.0
2478,adorable,19.0
2479,strada,30.0
2480,participation,33.0
2481,peek,264.0
2482,dolce,118.0
2483,peel,592.0
2484,sadie,19.0
2485,shogun,33.0
2486,peed,37.0
2487,gaggin,21.0
2488,substitution,13.0
2489,peer,48.0
2490,peep,1367.0
2491,andele,35.0
2492,herpes,44.0
2493,ferraris,144.0
2494,sloppy_toppy,36.0
2495,luckett,12.0
2496,tribe_called,49.0
2497,blowin_swishers,35.0
2498,jacques,22.0
2499,guiness,24.0
2500,thermostat,14.0
2501,synagogues,15.0
2502,clippin,30.0
2503,sparing,18.0
2504,profession,126.0
2505,attorney,110.0
2506,guess_whos,196.0
2507,stumble,156.0
2508,deception,90.0
2509,tysons,11.0
2510,oozin,21.0
2511,sovereign,28.0
2512,ebonheart,12.0
2513,spinnin,1103.0
2514,overjoyed,11.0
2515,garages,38.0
2516,catalyst,30.0
2517,id_probably,170.0
2518,isis,72.0
2519,captive,32.0
2520,kobe_bryant,60.0
